उपसर्गों की संख्या: स्कृत में कुल बाईस (22) उपसर्ग होते हैं।
प्र: Forward, forth, much
	Example: प्रभवति, प्रकर्षः, प्रयत्नः, प्रतिष्ठा
		अप + चारी = अपचारी
		अप + ज्ञापनम् = अपज्ञापनम्
		अप + कृति = अपकृति
		अप + शत्रुः = अपशत्रुः
		अप + आदानम् = अपादानम्
		अप + सारः = अपसारः
सम्: together; complete, full
	Example: संस्करोति, सङ्गच्छ
	Sandhi
		सम् + भवति (भू धातु) = सम्भवति
		सम् + गच्छति (गम् धातु) = संगच्छति
		सम् + आगच्छति (आगम् धातु) = समागच्छति
		सम् + ईक्षते (ईक्ष् धातु) = समीक्षते
		सम् + क्षिपति (क्षिप् धातु) = संक्षिपति
		सम् + करोति (कृ धातु) = संस्करोति
		सम् + तोषयति (तुष् धातु) = सन्तोषयति
		सम् + मिलति (मिल् धातु) = सम्मिलति
		सम् + चिनोति (चि धातु) = संचित्नोति
		सम् + गृह्णाति (ग्रह् धातु) = संगृह्णाति
		सम् + भाषते (भाष् धातु) = संभाषते
		सम् + चरति (चर् धातु) = संचरति
		सम् + हरति (हृ धातु) = संहरति
		सम् + कल्पः = संकल्पः
		सम् + तोषः = सन्तोषः
		सम् + चारः = संचारः
		सम् + लयः = संलयः
		सम् + योगः = संयोगः
		सम् + हारः = संहारः
		सम् + रक्षा = संरक्षण
अनु: after, along
	Example: अनुगच्छति, अनुकरोति
	Sandhi
		अनु + भवति (भू धातु) = अनुभवति
		अनु + करोति (कृ धातु) = अनुकरोति
		अनु + गच्छति (गम् धातु) = अनुगच्छति
		अनु + जानाति (ज्ञा धातु) = अनुजानाति
		अनु + पठति (पठ् धातु) = अनुपठति
		अनु + वदति (वद् धातु) = अनुवदति
		अनु + धावति (धाव् धातु) = अनुधावति
		अनु + चलति (चल् धातु) = अनुचलति
		अनु + मोदते (मुद् धातु) = अनुमोदते
		अनु + क्रमते (क्रम् धातु) = अनुक्रमते
		अनु + सरति (सृ धातु) = अनुसरति
		अनु + पश्यति (दृश् धातु) = अनुपश्यति
		अनु + हरति (हृ धातु) = अनुहरति
		अनु + एषणम् (एष् धातु) = अन्वेषणम्
		अनु + ईक्षणम् (ईक्ष् धातु) = अनीक्षणम्
		अनु + करणम् = अनुकरणम्
		अनु + गमनम् = अनुगमनम्
		अनु + कूलः = अनुकूलः
		अनु + चरः = अनुचरः
		अनु + शासनम् = अनुशासनम्
		अनु + रागः = अनुरागः
		अनु + क्रमः = अनुक्रमः
		अनु + भवः = अनुभवः
		अनु + उदितः = अनुदितः
		अनु + जः = अनुजः
		अनु + वादः = अनुवादः
		अनु + नासिकः = अनुनासिकः
		अनु + कोशः = अनुवंशः
		अनु + जा = अनुजा
		अनु + शंसा = अनुशंसा
		अनु + कृपा = अनुकम्पा
		अनु + शा = अनुशा
अव: down, downward
	Example: अवगच्छति, अवतरति
	Sandhi
		अव + गच्छति (गम् धातु) = अवगच्छति
		अव + विपत्ति (विप् धातु) = अवविपत्ति
		अव + जानाति (ज्ञा धातु) = अवजानाति
		अव + तरति (तृ धातु) = अवतरति
		अव + तिष्ठति (स्था धातु) = अवतिष्ठति
		अव + सीदति (सीद् धातु) = अवसीदति
		अव + गुणः = अवगुणः
		अव + नतिः = अवनतिः
		अव + गतिः = अवगतिः
		अव + तारः = अवतारः
		अव + काशः = अवकाशः
		अव + शेषः = अवशेषः
		अव + सारः = अवसारः
		अव + रोधः = अवरोधः
		अव + रोधः = अवरोधः
		अव + ग्रहः = अवग्रहः
		अव + सादः = अवसादः
		अव + स्था = अवस्था
		अव + शा = अवशा
		अव + गणना = अवगणना
		अव + धारण = अवधारण
		अव + गमन = अवगमन
		अव + ईक्षणम् = अवेक्षणम्
		अव + तरणम् = अवतरणम्
		अव + लोकनम् = अवलोकनम्
		अव + दानम् = अवदानम्
निस्: out, out of
	Example: निष्कारणम्, निस्सरति
	Sandhi:
		निस् + सरति (सृ धातु) = निस्सरति
		निस् + चिनोति (चि धातु) = निश्चिनोति
		निस् + तरति (तृ धातु) = निस्तरति
		निस् + कुम्भति = निष्कुम्भति
		निस् + कपटः = निष्कपटः
		निस् + पत्रः = निष्पत्रः
		निस् + कृतिः = निष्कृतिः
		निस् + चलः = निष्चलः
		निस् + कामः = निष्कामः
		निस् + छलः = निष्छलः
		निस् + जयः = निष्जयः
		निस् + चित्तः = निश्चित्तः
		निस् + कर्म = निष्कर्म
		निस् + काशित = निष्काशित
		निस् + कटक = निष्कटक
		निस् + क्रिय = निष्क्रिय
		निस् + प्राण = निष्प्राण
		निस् + तेजः = निष्तेजः
		निस् + स्पन्द = निस्स्पन्द
		निस् + तारयम् = निस्तारयम्
		निस् + पथम् = निष्पथम्
		निस् + क्रमणम् = निष्क्रमणम्
		निस् + पापम् = निष्पापम्
		निस् + प्रयोजनम् = निष्प्रयोजनम्
निर्: Away, out, without,free from, absence, negation, intence
	Example: निर्गच्छति, निराकरोति
	Sandhi
		निर् + ईक्षते (ईक्ष् धातु) = निरीक्षते
		निर् + वहति (वह् धातु) = निर्वहति
		निर् + अस्यति (अस् धातु) = निरस्यति
		निर् + गच्छति (गम् धातु) = निर्गच्छति
		निर् + नमति (नम् धातु) = निर्नमति
		निर् + आकारः = निराकारः
		निर् + अपराधः = निरपराधः
		निर् + आदरः = निरादरः
		निर् + याति = निर्याति
		निर् + वादः = निर्वादः
		निर् + धनः = निर्धनः
		निर् + वाणः = निर्वाणः
		निर् + नयः = निर्णयः
		निर् + वृत्तिः = निवृत्तिः
		निर् + वेदः = निर्वेदः
		निर् + देशः = निर्देशः
		निर् + नायकः = निर्णायकः
		निर् + आहारः = निराहारः
		निर् + अहङ्कारः = निरहङ्कारः
		निर् + अहंकारः = निरहंकारः
		निर् + जरः = निर्जरः
		निर् + जनम् = निर्जनम्
		निर् + धारणम् = निर्धारणम्
		निर् + अस्तम् = निरस्तम्
		निर् + आकरणम् = निराकरणम्
		निर् + उत्तमम् = निरुत्तमम्
		निर् + माणम् = निर्माणम्
		निर् + दमनम् = निर्दमनम्
		निर् + मूल्यम् = निर्मूल्यम्
दुस्: bad, difficult, evil, improper
	Example: दुस्त्याज्यः, दुष्प्रयोजनम्
	Sandhi
		दुस् + चरति (चर् धातु) = दुष्चरति
		दुस् + करोति (कृ धातु) = दुष्करोति
		दुस् + तरति (तृ धातु) = दुस्तरति
		दुस् + त्याज्यः = दुस्त्याज्यः
		दुस् + साध्यः = दुस्साध्यः
		दुस् + साहसः = दुस्साहसः
		दुस् + कर्म = दुष्कर्म
		दुस् + कृत्य = दुष्कृत्य
		दुस् + कर = दुष्कर
		दुस् + शासन = दुश्शासन
		दुस् + प्रयोजनम् = दुष्प्रयोजनम्
दुर्: bad, difficult, hard, evil
	दुर्बोध्यः, दुर्लभः
	Sandhi
		दुर् + बोधति (बुध् धातु) = दुर्बोधति
		दुर् + वदति (वद् धातु) = दुर्वदति
		दुर् + गच्छति (गम् धातु) = दुर्गच्छति
		दुर् + नयति (नी धातु) = दुर्नयति
		दुर् + गतिः = दुर्गतिः
		दुर् + जनः = दुर्जनः
		दुर् + वादः = दुर्वादः
		दुर् + बोधः = दुर्बोधः
		दुर् + व्यवहारः = दुर्व्यवहारः
		दुर् + नयः = दुर्नयः
		दुर् + गमः = दुर्गमः
		दुर् + आचारः = दुराचारः
		दुर् + मार्गः = दुर्मार्गः
		दुर् + आश्रयः = दुराश्रयः
		दुर् + बुद्धिः = दुर्बुद्धिः
		दुर् + योधनः = दुर्योधनः
		दुर् + गः = दुर्गः
		दुर् + लाभः = दुर्लभः
		दुर् + बोधः = दुर्बोधः
		दुर् + उपयोगः = दुरुपयोगः
		दुर् + गुणः = दुर्गुणः
		दुर् + भावना = दुर्भावना
		दुर् + घटना = दुर्घटना
		दुर् + दशा = दुर्दशा
		दुर् + अवस्था = दुर्वस्था
		दुर् + आशा = दुराशा
		दुर् + भिषज्यम् = दुर्भिषज्यम्
		दुर् + वचनम् = दुर्वचनम्
		दुर् + दिनम् = दुर्दिनम्
		दुर् + देवम् = दुर्देवम्
		दुर् + आवरणम् = दुरावरणम्
वि: apart, separate
	विजयते, विहरति
	Sandhi
		वि + तरति (तॄ धातु) = वितरति
		वि + नयति (नी धातु) = विनयति
		वि + जयति (जि धातु) = विजयति
		वि + हसति (हस् धातु) = विहसति
		वि + चरति (चर् धातु) = विचरति
		वि + नश्यति (नश् धातु) = विनश्यति
		वि + चलति (चल् धातु) = विचलति
		वि + रचयति (रच् धातु) = विरचयति
		वि + स्मरति (स्मृ धातु) = विस्मरति
		वि + कसति (कस् धातु) = विकसति
		वि + करोति (कृ धातु) = विकरोति
		वि + जयति (जि धातु) = विजयति
		वि + हरति (हृ धातु) = विहरति
		वि + आप्नोति = व्याप्नोति
		वि + जयः = विजयः
		वि + देशः = विदेशः
		वि + योगः = वियोगः
		वि + नाशः = विनाशः
		वि + पक्षः = विपक्षः
		वि + हारः = विहारः
		वि + ख्यातः = विख्यातः
		वि + लयः = विलयः
		वि + युक्तः = वियुक्तः
		वि + शेषः = विशेषः
		वि + भागः = विभागः
		वि + रोधः = विरोधः
		वि + चारः = विचारः
		वि + लक्षणम् = विलक्षणम्
		वि + लोमः = विलोमः
		वि + कटः = विकटः
		वि + करालः = विकरालः
		वि + अर्थः = व्यर्थः
		वि + ऊहः = व्यूहः
		वि + ज्ञानम् = विज्ञानम्
		वि + चित्रम् = विचित्रम्
आङ् (आ): Limit, Slightly, Including, Opposite
	आकण्ठम्, आजीवनम्
	Sandhi
		आ + नयति (नी धातु) = आनयति
		आ + चरति (चर् धातु) = आचरति
		आ + गच्छति (गम् धातु) = आगच्छति
		आ + ददाति (दा धातु) = आददाति
		आ + क्रमते (क्रम् धातु) = आक्रमते
		आ + वहति (वह् धातु) = आवहति
		आ + रोहति (रुह् धातु) = आरोहति
		आ + विशति (विश् धातु) = आविशति
		आ + पतति (पत् धातु) = आपतति
		आ + वसति (वस् धातु) = आवसति
		आ + तपति (तप् धातु) = आतपति
		आ + दरः = आदरः
		आ + चारः = आचारः
		आ + लापः = आलापः
		आ + पतिः = आपतिः
		आ + हारः = आहारः
		आ + धारः = आधारः
		आ + ग्रहः = आग्रहः
		आ + नन्दः = आनन्दः
		आ + जनम् = आजनम्
		आ + याति = आयाति
		आ + तपः = आतपः
		आ + गारः = आगारः
		आ + मोदः = आमोदः
		आ + घातः = आघातः
		आ + गृहम् = आगृहम्
		आ + शा = आशा
		आ + शङ्का = आशङ्का
		आ + दानम् = आदानम्
		आ + मरणम् = आमरणम्
		आ + कर्षणम् = आकर्षणम्
		आ + गमनम् = आगमनम्
		आ + चरणम् = आचरणम्
		आ + जीवनम् = आजीवनम्
		आ + रक्षणम् = आरक्षणम्
		आ + कुपणम् = आकोपणम्
नि: in, into
	निगदति, निपतति
	Sandhi
		नि + वेदयति (वेद् धातु) = निवेदयति
		नि + वर्तते (वृत् धातु) = निवर्तते
		नि + विशति (विश् धातु) = निवेशति
		नि + वसति (वस् धातु) = निवसति
		नि + गच्छति (गम् धातु) = निगच्छति
		नि + ददाति (दा धातु) = निददाति
		नि + डरः = निडरः
		नि + गमनम् = निगमनम्
		नि + वासः = निवासः
		नि + बन्धः = निबन्धः
		नि + देशकः = निदेशकः
		नि + रोगः = निरोगः
		नि + रसः = निरसः
		नि + शेषः = निषेषः
		नि + आसः = न्यासः
		नि + उपमम् = न्यूनम्
		नि + वारणम् = निवारणम्
		नि + दमनम् = निदमनम्
अधि: above, over
	अधिराजते, अधिशे
	Sandhi
		अधि + करोति (कृ धातु) = अधिकरोति
		अधि + गच्छति (गम् धातु) = अधिगच्छति
		अधि + आस्ते (आस् धातु) = अध्यासते
		अधि + वसति (वस् धातु) = अधिवसति
		अधि + आपयति (आप् धातु) = अध्यापयति
		अधि + गृह्णाति (ग्रह् धातु) = अधिगृह्णाति
		अधि + शेते (शी धातु) = अधिशेते
		अधि + राजते (राज् धातु) = अधिराजते
		अधि + भारः = अधिभारः
		अधि + कारः = अधिकारः
		अधि + शेषः = अधिशेषः
		अधि + पतिः = अधिपतिः
		अधि + अक्षः = अध्यक्षः
		अधि + क्षेपः = अधिक्षेपः
		अधि + कृत्यः = अधिकृत्यः
		अधि + मासः = अधिमासः
		अधि + नायकः = अधिनायकः
		अधि + नियमः = अधिनियमः
		अधि + कृति = अधिकृति
		अधि + ईक्षकः = अधीक्षकः
		अधि + ईक्षणम् = अधीक्षणम्
		अधि + आत्मा = अध्यात्मः
		अधि + आदेशः = अध्यादेशः
		अधि + स्थाता = अधिष्ठाता
		अधि + कारी = अधिकारी
		अधि + देवम् = अधिदेवम्
		अधि + दमनम् = अधिदमनम्
		अधि + लोकम् = अधिलोकम्
		अधि + रोहणम् = अधिरोहणम्
		अधि + कर्म = अधिकर्म
		अधि + ग्रहणम् = अधिग्रहणम्
		अधि + करणम् = अधिकरणम्
अपि: close to
	अपिदधाति
	Sandhi
		अपि + गिरति (गिर् धातु) = अपिगिरति
		अपि + धत्ते (धा धातु) = अपिधत्ते
		अपि + दधाति (धा धातु) = अपिदधाति
		अपि + नयति (नी धातु) = अपिनयति
		अपि + भवति (भू धातु) = अपिभवति
		अपि + एति (ई धातु) = अप्येति
		अपि + आ + चरति (चर् धातु) = अप्याचरति
		अपि + गच्छति (गम् धातु) = अपिगच्छति
		अपि + आसते (आस् धातु) = अप्यासते
		अपि + ध्यानम् = अपिध्यानम्
अति: beyond, over, excessive
	अतिवादः, अत्याचारः
	Sandhi
		अति + शेते (शी धातु) = अतिशेते
		अति + क्रमति (क्रम् धातु) = अतिक्रमति
		अति + स्थ्यते (स्था धातु) = अतिष्ठ्यते
		अति + क्रमति (क्रम् धातु) = अतिक्रमति
		अति + वर्तते (वृत् धातु) = अतिवर्तते
		अति + वाहयति = अतिवाहयति
		अति + एति = अत्येति
		अति + वृद्धिः = अतिवृद्धिः
		अति + अधिकः = अत्यधिकः
		अति + आचारः = अत्याचारः
		अति + उक्तिः = अत्युक्तिः
		अति + इन्द्रियः = अतीन्द्रियः
		अति + इव = अतीव
		अति + उत्तमः = अत्युत्तमः
		अति + यशः = अतियशः
		अति + अन्तः = अत्यन्तः
		अति + शीघ्रम् = अतिशीघ्रम्
		अति + क्रमणम् = अतिक्रमणम्
सु: good, easy
	सुपुत्रेण, सुशोभते
	Sandhi
		सु + पठति (पठ् धातु) = सुपठति
		सु + शोभते (शुभ् धातु) = सुशोभते
		सु + चरति (चर् धातु) = सुचरति
		सु + करोति (कृ धातु) = सुकरोति
		सु + जयति (जि धातु) = सुजयति
		सु + लभते (लभ् धातु) = सुलभते
		सु + गन्धः = सुगन्धः
		सु + यशः = सुयशः
		सु + बोधः = सुबोधः
		सु + गतिः = सुगतिः
		सु + लाभः = सुलाभः
		सु + शीलः = सुशीलः
		सु + अवसरः = सुवसरः
		सु + उक्तिः = सुक्ति:
		सु + मनः = सुमनः
		सु + आगतम् = स्वागतम्
		सु + अल्पम् = स्वल्पम्
उत् / उद्: Excellence, Advancement, Upliftment, Genesis, Birth
	उड्डयते, उत्पाततः
	Sandhi
		उत् / उद् + पतति (पत् धातु) = उत्पतति
		उत् / उद् + गच्छति (गम् धातु) = उद्गच्छति
		उत् / उद् + भवति (भू धातु) = उद्भवति
		उत् / उद् + तिष्ठति (स्था धातु) = उत्तिष्ठति
		उत् / उद् + धरति (धृ धातु) = उद्धरति
		उत् / उद् + पतिः = उत्पतिः
		उत् / उद् + पत्रः = उत्पत्रः
		उत् / उद् + पतिः = उत्पत्तिः
		उत् / उद् + कर्म = उत्कर्म
		उत् / उद् + तमः = उत्तमः
		उत् / उद् + कृष्टः = उत्कृष्टः
		उत् / उद् + अमः = उदरः
		उत् / उद् + जलः = उज्जलः
		उत् / उद् + लेखः = उल्लेखः
		उत् / उद् + ज्वलः = उज्ज्वलः
		उत् / उद् + धारः = उद्धारः
		उत् / उद् + गमः = उद्गमः
		उत् / उद् + सवः = उत्सवः
		उत् / उद् + नतिः = उन्नतिः
		उत् / उद् + भवः = उद्भवः
		उत् / उद् + तेजकः = उत्तेजकः
		उत् / उद् + साहः = उत्साहः
		उत् / उद् + सुखः = उत्सुखः
		उत् / उद् + सर्पः = उत्सर्पः
		उत् / उद् + कण्ठः = उत्कण्ठः
		उत् / उद् + चारणम् = उच्चारणम्
		उत् / उद् + पीडनम् = उत्पीडनम्
		उत् / उद् + गमनम् = उद्गमनम्
		उत् / उद् + धानम् = उदधानम्
		उत् / उद् + तरम् = उत्तमम्
		उत् / उद् + क्षेपणम् = उत्क्षेपणम्
		उत् / उद् + पादनम् = उत्पादनम्
अभि: towards
	अभिगच्छति, अभ्यागतः
	Sandhi
		अभि + भवति (भू धातु) = अभिभवति
		अभि + मन्यते (मन् धातु) = अभिमन्यते
		अभि + गच्छति (गम् धातु) = अभिगच्छति
		अभि + अस्यति (अस् धातु) = अभ्यस्यति
		अभि + दधाति (धा धातु) = अभिदधाति
		अभि + कृणोति (कृ धातु) = अभिकृणोति
		अभि + वाचयति (वच् धातु) = अभिवाचयति
		अभि + उदयः = अभ्युदयः
		अभि + इष्टः = अभिष्टः
		अभि + आसः = अभ्यासः
		अभि + आगतः = अभ्यागतः
		अभि + एकः = अभ्येकः
		अभि + अर्थी = अभ्यर्थी
		अभि + ईप्सा = अभीप्सा
		अभि + अन्तरम् = अभ्यन्तरम्
प्रति: backward, against
	प्रत्युपकारः, प्रत्यवदत्
	Sandhi
		प्रति + करोति (कृ धातु) = प्रतिकरोति
		प्रति + ईक्षते (ईक्ष् धातु) = प्रतीक्षते
		प्रति + गृह्णाति (ग्रह् धातु) = प्रतिगृह्णाति
		प्रति + वर्तते (वृत् धातु) = प्रतिवर्तते
		प्रति + गच्छति (गम् धातु) = प्रतिगच्छति
		प्रति + एति (ई धातु) = प्रत्येति
		प्रति + आगच्छति (आगम् धातु) = प्रत्यागच्छति
		प्रति + जायते (जन् धातु) = प्रतिजायते
		प्रति + आसीदति (आसद् धातु) = प्रत्यासीदति
		प्रति + कूलः = प्रतिकूलः
		प्रति + एकः = प्रत्येकः
		प्रति + ध्वनिः = प्रतिध्वनिः
		प्रति + निधिः = प्रतिनिधिः
		प्रति + ईक्षा = प्रतीक्षा
		प्रति + आशा = प्रत्याशा
		प्रति + हिंसा = प्रतिहिंसा
		प्रति + उत्तरम् = प्रत्युत्तरम्
		प्रति + रूपम् = प्रतिरूपम्
		प्रति + दिनम् = प्रतिदिनम्
परि: around, about
	परित्यजामि, परिवर्तनम्
	Sandhi
		परि + नयति (नी धातु) = परिणयति
		परि + ईक्षते (ईक्ष् धातु) = परीक्षते
		परि + क्रमते (क्रम् धातु) = परिक्रमते
		परि + दधाति (धा धातु) = परिदधाति
		परि + चिनोति (चि धातु) = परिचिनोति
		परि + वारः = परिवारः
		परि + पूर्णः = परिपूर्णः
		परि + हारः = परिहारः
		परि + श्रमः = परिश्रमः
		परि + गामः = परिगामः
		परि + गमनम् = परिगमनम्
		परि + आदः = परिदः
		परि + ईक्षा = परीक्षा
		परि + क्रम = परिक्रम
		परि + आवरणम् = पर्यावरणम्
		परि + वर्तनम् = परिवर्तनम्
		परि + हासम् = परिहासम्
		परि + धारणम् = परिधारणम्
		परि + क्रमणम् = परिक्रमणम्
		परि + भ्रमणम् = परिभ्रमणम्
		परि + मार्जनम् = परिमार्जनम्
उप: next to, under
	उपगच्छति, उपहरति
	Sandhi
		उप + करोति (कृ धातु) = उपकरोति
		उप + दिशति (दिश् धातु) = उपदिशति
		उप + चरति (चर् धातु) = उपचरति
		उप + नयति (नी धातु) = उपनयति
		उप + गच्छति (गम् धातु) = उपगच्छति
		उप + एति (ई धातु) = उपैति
		उप + अर्जति (अर्ज् धातु) = उपार्जति
		उप + हसति (हस् धातु) = उपहसति
		उप + हरति (हृ धातु) = उपहरति
		उप + वसति (वस् धातु) = उपवसति
		उप + विशति (विश् धातु) = उपविशति
		उप + करः = उपकारः
		उप + नामः = उपनामः
		उप + चारः = उपचारः
		उप + हारः = उपहारः
		उप + सर्गः = उपसर्गः
		उप + भोगः = उपभोगः
		उप + युक्तः = उपयुक्तः
		उप + योगः = उपयोगः
		उप + अध्यक्षः = उपाध्यक्षः
		उप + मन्त्रि = उपमन्त्री
		उप + इच्छा = उपेक्षा
		उप + वनम् = उपवनम्
